Iteration,test_preds,estimated_params,posterior_means
79,"[1.660047, -2.0952225, -1.9197916, 0.4523356, 0.22734757, 0.20173427, -2.2053535, -1.6527644, -2.151997, 0.7279133, 0.10062525, -0.05003706, -2.563755, -1.9933791, -1.515334, -1.7513521, -2.3335202, -1.597379, 2.3097167, 1.8234174, -0.32220653, -0.21707706, -0.09816989, 2.212192, 1.8617246, 1.9233562, -0.45371443, -0.30821538, -0.009235154, 2.6388063, 1.5203124, 1.6601617, 1.8416716, 1.7929337, 1.4331248, -2.735014, -1.7796459, 0.2524146, 0.108485416, -0.2793114, -2.1283085, -2.8431911, -2.1817408, -0.0104091205, 0.47695267, 0.033539243, -2.3547852, -1.4480228, -2.0919933, -2.3049164, -1.7630835, -2.0752656]","[1.0444355, 4.9701, 0.6636541, 0.9495353, 2.4255714, 3.5727155, 0.81009597, 0.7531472, 1.8087817, 0.17130058]","[3.0286896228790283, 2.6392927169799805, 2.2421555519104004, 1.0081465244293213, 2.824775457382202, 2.8805813789367676, 0.5212792158126831, 1.2709858417510986, 2.9651317596435547, 3.981588125228882]"
80,"[0.7205258, 0.6044848, 0.65376604, 0.8434001, -0.34677514, -0.35953534, 0.44030336, 0.38523674, 0.40393618, 0.7270072, -0.5516567, -0.57714325, 0.3654209, -1.7346462, -1.4688276, -1.8977214, -1.6366594, -1.8678571, -0.5600947, -0.6935985, -0.65747386, 0.20935379, 0.17910583, -0.410229, -0.35155675, -0.45942345, -0.7282947, 0.3009891, 0.43652105, -0.25573486, 1.7499655, 1.7720912, 2.2208273, 2.0007706, 2.0365312, 0.57744443, 0.72652, 0.34082437, -0.3668227, -0.23625018, 0.32571796, 0.26744163, 0.51944035, 0.88443685, -0.18448251, -0.36632395, -0.089664884, -1.8039343, -1.579255, -1.3332468, -1.6808038, -1.5176114]","[1.6734314, 1.7984087, 3.0183675, 1.8441844, 0.85894865, 2.535292, 2.438055, 2.3711948, 0.41553974, 1.5602719]","[0.7408104538917542, 3.5124237537384033, 2.0144712924957275, 4.57393741607666, 0.6206356287002563, 1.1213241815567017, 3.5875377655029297, 0.8188058733940125, 0.29384031891822815, 1.9286006689071655]"
81,"[-0.54771787, 0.49090433, 0.41789213, -0.6892856, 0.17477468, 0.20132713, 0.08455264, 0.5028604, 0.6092168, -0.74987054, 0.35221842, 0.4760547, 0.1535905, 0.89553547, 0.74190694, 0.97764856, 0.7616846, 0.81694293, -0.47302845, -0.33841538, 0.3692952, -0.24582812, -0.23047453, -0.14349997, -0.51162595, -0.51395535, 0.6143053, -0.116926745, -0.31846544, -0.30562955, -0.7438169, -0.79735786, -0.95256764, -0.8925899, -0.77751887, 0.42847607, 0.19194975, -0.06250759, 0.32161164, 0.11372874, 0.046024207, 0.54633456, 0.35236976, -0.6800812, -0.3311983, -0.00013599498, 0.46483904, 0.7460989, 0.8491952, 0.83628166, 0.9100967, 0.84040874]","[2.6519897, 3.1501884, 3.317178, 3.196664, 3.2622428, 3.0988302, 3.4181888, 3.1166828, 3.7220445, 3.3433726]","[3.147784471511841, 1.7234759330749512, 3.4756689071655273, 2.0032083988189697, 2.6583251953125, 2.033653497695923, 1.6372671127319336, 2.64625883102417, 3.41249418258667, 2.9974493980407715]"
82,"[1.0337497, 0.9988011, 0.7289357, -0.11134201, -2.9060962, -2.9923105, -0.8198185, 1.1396923, 0.78529674, 0.07264474, -2.8485627, -2.8577356, 0.22121498, 1.1171771, 0.6952908, 0.29167014, 0.9081899, 0.821066, -0.7629176, -0.76118284, 0.33391494, 3.2883143, 3.5535312, 0.9605852, -0.87077785, -1.1086202, -0.06970992, 3.1362407, 3.295538, 0.12963346, -0.83787453, -0.66538197, -0.6496112, -0.9925696, -0.7466493, 0.54446673, 0.8671787, -0.85920256, -3.2155042, -3.353377, -1.9809762, 0.7314958, 1.3270197, -0.0038840226, -2.8558435, -3.1601768, -1.4124639, 0.77093154, 0.517413, 0.74850667, 0.88470787, 0.721388]","[1.7895877, 3.3683765, 2.7904065, 0.34687012, 0.31189093, 0.8378196, 4.43284, 2.3033562, 2.7701082, 4.9846]","[2.087089776992798, 2.9235434532165527, 2.9045791625976562, 0.30182334780693054, 0.3204651176929474, 0.8227072358131409, 2.870090961456299, 4.461725234985352, 3.566598415374756, 3.241025447845459]"
83,"[-0.37812394, -2.1400976, -1.8142717, 0.72341186, 1.181873, 1.1404926, 0.5165067, -2.1288657, -1.9541843, 0.99604446, 1.0346774, 1.0120316, 0.44513473, -0.53424656, 0.49952438, 0.40285176, 0.39188007, 0.24230695, 1.7149656, 1.5560573, -0.5857772, -0.9532019, -0.92449456, -0.47366938, 1.9229071, 1.6028063, -0.6415119, -0.95887357, -1.0618571, -0.35984388, -0.07028475, -0.5022081, -0.46017182, -0.22612149, -0.34788963, -1.4497713, -1.2434019, 0.57911056, 1.0118964, 1.131768, 0.3927659, -1.5380578, -1.792988, 0.15804167, 1.1435044, 1.3250623, 0.098832436, 0.53752846, 0.54640716, 0.5183121, 0.10128427, 0.4308473]","[1.6481304, 2.7378178, 1.8864579, 3.3580823, 4.9871, 4.3741326, 0.6213223, 0.97102237, 2.9713845, 1.68144]","[1.9287751913070679, 2.5320024490356445, 1.9539302587509155, 3.2457053661346436, 4.914718151092529, 4.372094631195068, 0.6585164070129395, 0.9043773412704468, 3.705761194229126, 0.6819921135902405]"
84,"[-0.4486506, 0.6743319, 0.7279399, 1.207407, 0.7680727, 0.76805234, 0.74051046, 0.53000236, 0.5616232, 1.0065682, 0.5502535, 0.646092, 0.5490228, -0.8684117, -0.6040193, -0.72289306, -0.83186215, -0.95406663, -0.6285203, -0.75997263, -1.0145069, -0.67360085, -0.65694606, -0.6797519, -0.49996406, -0.62735635, -0.98429126, -0.62511027, -0.62392634, -0.5716143, 0.73197466, 0.6626431, 0.9032558, 0.99255025, 0.8260985, 0.646219, 0.7887685, 0.86433876, 0.60433036, 0.7363324, 0.76003647, 0.49929592, 0.6073522, 1.2195323, 0.786981, 0.61605763, 0.5685522, -0.8084489, -0.5957088, -0.64086914, -0.7551596, -0.64194673]","[4.5025096, 3.5447252, 4.3556037, 3.1494977, 3.5384762, 2.7032068, 3.625266, 0.830914, 1.690403, 2.8868282]","[4.842155933380127, 3.357515335083008, 3.1252593994140625, 2.834089994430542, 2.721078395843506, 2.668828010559082, 4.482333183288574, 1.514522671699524, 2.090853214263916, 0.5590158104896545]"
85,"[0.08555197, 0.5710396, 0.55557454, -2.155763, -0.08334124, -0.026571192, -0.2675873, 0.5421035, 0.7927085, -2.3600264, 0.3339293, 0.105283506, -0.32969278, 0.8800752, -0.043801527, 0.48529238, 0.20118165, 0.48015454, -0.54435104, -0.32735822, 1.8513334, 0.014981217, -0.09205429, 0.041276157, -0.54632956, -0.5828573, 2.2248082, -0.107554756, -0.12987003, 0.0021797635, -0.55161077, -0.19911666, -0.3563481, -0.50468373, -0.44521448, 0.5376333, 0.023265202, -1.4914904, 0.03454936, 0.0076211626, 0.10235788, 0.6126518, 0.25973165, -1.7883383, -0.25514963, 0.04081035, 0.511639, 0.2583182, 0.2731925, 0.12059385, 0.6681881, 0.307643]","[0.7014249, 0.94509524, 0.7259374, 0.1363, 0.84789324, 1.8649853, 3.3437006, 2.5978863, 0.59021115, 0.91248965]","[0.7315998077392578, 0.7265716791152954, 1.6899818181991577, 0.9201949238777161, 1.9495644569396973, 2.8247692584991455, 2.952197790145874, 4.159640312194824, 1.209023356437683, 4.202348709106445]"
86,"[0.6991885, 0.11842165, -0.055278603, -0.66819644, -1.5110414, -1.3143779, 0.29196435, -0.033655975, -0.061082553, -0.5393228, -1.5603237, -1.1402248, 0.55835885, -0.31105232, -0.19071324, -0.32094017, -0.008344842, -0.13089599, -0.17121115, 0.016076026, 0.8478678, 1.318375, 1.0894054, -0.20172343, -0.109522596, 0.06763757, 0.5203169, 1.6161004, 1.1639199, -0.27050754, 0.018832475, -0.0032222806, -0.12543789, 0.008339676, -0.024259742, 0.17562306, -0.01683057, -1.3218894, -1.246171, -1.159995, -0.098564394, 0.23068461, 0.045036875, -0.54385954, -1.8770065, -1.476117, -0.4849509, 0.108943805, 0.17899084, 0.49109995, 0.010628695, 0.121561445]","[1.8252981, 3.0785754, 2.2311008, 1.7208705, 0.9094194, 1.6439935, 1.2023482, 1.6933469, 1.7148739, 2.0684216]","[3.9922292232513428, 1.942449927330017, 1.430506944656372, 2.8284952640533447, 1.8193995952606201, 1.7990918159484863, 3.9922614097595215, 2.6784372329711914, 2.029081344604492, 2.1313064098358154]"
87,"[-0.9578472, 0.28640252, 0.3431217, 0.8596528, 0.78094614, 0.77714604, 0.71230805, 0.18670814, 0.36214808, 0.7545219, 0.6795186, 0.76619244, 0.61699957, 0.35608122, 0.48074093, 0.45925933, 0.49149898, 0.3582261, -0.36860496, -0.4433259, -0.86429054, -0.6997065, -0.6716475, -0.66325366, -0.32143444, -0.45551983, -0.7004147, -0.67866457, -0.73842, -0.66948557, -0.37537807, -0.42035127, -0.4197798, -0.41248918, -0.38480845, 0.4616774, 0.5375326, 1.0042132, 0.69236, 0.77373636, 0.7518193, 0.4986176, 0.5182446, 0.68989456, 0.7743779, 0.75713044, 0.8095185, 0.37223813, 0.33087808, 0.33191234, 0.27868894, 0.3333409]","[3.7350073, 3.1985574, 3.7418683, 3.2985919, 3.8464181, 3.3099546, 3.287516, 3.086985, 3.7268348, 3.2323298]","[3.6544370651245117, 3.208479404449463, 2.6390933990478516, 0.6827031970024109, 3.939831018447876, 3.095167875289917, 3.0756354331970215, 3.1643643379211426, 3.7798149585723877, 2.161508560180664]"
88,"[-1.1254863, 0.81844234, 0.9221034, 0.7973232, 1.0838851, 0.9796443, -0.06438185, 0.83977723, 0.9618392, 0.5278842, 1.0574627, 1.118632, -0.2819484, 1.0345894, 0.51393384, 0.7766823, 0.32895836, 0.5067253, -0.78240716, -0.8427613, -0.8623681, -0.9059764, -0.7923078, -0.19042256, -0.7151951, -1.0612206, -0.6906571, -0.9678565, -0.9600181, -0.071345374, -0.6263504, -0.42357203, -0.46587032, -0.41085893, -0.4508174, 0.9162915, 0.74636465, 1.0207046, 0.9572605, 0.8260367, 0.56131047, 0.71731424, 0.94632673, 1.009839, 1.1789955, 0.93917245, 0.7741052, 0.33654192, 0.23664281, 0.07290865, 0.4606558, 0.2665064]","[4.016606, 3.8528824, 2.3000333, 1.9453797, 3.980813, 4.249883, 3.324155, 2.404498, 3.670654, 3.2255092]","[2.5770227909088135, 3.7194664478302, 0.9405861496925354, 2.020596981048584, 4.10660457611084, 4.815258026123047, 4.864397048950195, 2.59914493560791, 2.521592855453491, 3.2494378089904785]"
89,"[0.6122474, -1.8232248, -1.9492111, -0.65810174, -0.88012666, -0.7771785, 0.3345531, -1.8768342, -1.8703656, -0.10889577, -0.7837855, -1.0208253, 0.52993464, -0.4037364, 0.3326886, 0.07269604, 0.57800657, 0.39673713, 1.8635383, 1.9783641, 0.73893803, 0.69874847, 0.480372, -0.21237119, 1.5837183, 1.9635326, 0.38028562, 0.6111125, 0.64022166, -0.24421133, -0.20068724, -0.40882292, -0.38838243, -0.45312783, -0.44683003, -1.6801572, -1.7196469, -0.75951666, -0.69965994, -0.41430277, -0.28209248, -1.2172549, -1.5661892, -1.1020952, -0.600784, -0.32023877, -0.60842365, 0.67368966, 0.4634012, 0.6332238, 0.2016543, 0.47105074]","[1.4941564, 2.108896, 1.577863, 1.8195096, 0.1324, 1.3948394, 0.46285862, 1.685207, 2.2953045, 1.8967263]","[3.2646796703338623, 1.5728399753570557, 4.7883124351501465, 0.1935582309961319, 3.5992441177368164, 1.2543985843658447, 0.6585433483123779, 0.9411917328834534, 3.7067716121673584, 1.4400006532669067]"
90,"[-0.5096254, 0.5331523, 0.5182414, 0.69112426, 0.678255, 0.6933466, 0.5919079, 0.574218, 0.39208454, 0.5829911, 0.50359714, 0.65443087, 0.48171955, 0.12719004, -0.3708572, -0.25960374, -0.027674664, -0.3637538, -0.48716715, -0.5878961, -0.6250177, -0.6312574, -0.6089953, -0.5583212, -0.57294124, -0.5254863, -0.622433, -0.52245045, -0.62817, -0.5904557, 0.0012889024, 0.47214228, 0.43538278, 0.11940589, 0.33376116, 0.39699265, 0.5991954, 0.47179154, 0.64583904, 0.6615243, 0.58102393, 0.6569668, 0.39209834, 0.75494057, 0.5442259, 0.5685841, 0.74136424, -0.32966557, -0.7811994, -0.7236115, -0.36946267, -0.74720126]","[2.5086331, 1.8482956, 2.3320453, 2.3836458, 2.5491145, 1.7493885, 2.4887278, 1.6036108, 1.9481516, 1.7544044]","[1.6571595668792725, 0.8636690378189087, 4.698298931121826, 4.766486644744873, 2.5500423908233643, 2.7258431911468506, 2.344104766845703, 2.0061511993408203, 0.9719803333282471, 3.1104352474212646]"
91,"[0.25941518, -1.4666564, -1.4084275, -0.0660083, 0.113029286, 0.11116805, -0.25185168, -1.5059706, -1.4232053, 0.17268334, 0.101193905, -0.026783187, -0.3727743, -0.8600654, -0.13589472, -0.23136394, -0.3266398, -0.15685293, 1.3667334, 1.4588598, -0.027691685, -0.17888355, -0.18158329, 0.18840483, 1.381253, 1.8756108, -0.039870076, -0.2485441, -0.14882918, 0.397694, 0.2646873, 0.036119446, 0.109128214, 0.28720763, 0.021436218, -1.2882973, -1.1889113, 0.2589986, 0.17917027, 0.11279, -0.39363086, -1.4948432, -1.3102148, -0.34393755, 0.33609673, 0.27301005, -0.655592, 0.12190789, 0.114567064, 0.101182476, -0.12542354, 0.02684263]","[2.8618262, 1.9616368, 1.7634706, 1.6371425, 2.7883508, 2.1791227, 1.1290495, 1.9442854, 1.175738, 1.7998836]","[1.7341073751449585, 2.2128682136535645, 0.5748061537742615, 4.285926342010498, 4.082201957702637, 3.5287363529205322, 0.6586816310882568, 1.4239200353622437, 0.4399318993091583, 2.1501212120056152]"
92,"[-0.8755651, 0.8898942, 0.88273036, 0.97144514, 0.11514776, 0.12690434, 0.62567437, 0.79144686, 0.8971475, 0.89396006, 0.045690928, 0.043840364, 0.64676225, 0.5145723, 0.56922084, 0.35755536, 0.48596174, 0.36028928, -0.8081576, -0.891859, -0.84270567, -0.16341145, -0.20286715, -0.58574164, -0.73574895, -1.0861558, -0.8788905, -0.22903354, -0.1275173, -0.63608104, -0.46048987, -0.5444272, -0.39979082, -0.4636516, -0.4215712, 0.9157197, 0.9704153, 0.6858529, 0.03023117, 0.22034065, 0.5663937, 0.9041434, 1.1282071, 1.0684094, 0.372479, 0.1640558, 0.5967652, 0.41062593, 0.48453248, 0.43564984, 0.41564578, 0.46136326]","[3.345122, 3.5937178, 3.5644567, 3.2948687, 2.8522134, 3.1936185, 3.7436576, 2.5555615, 3.0137506, 3.140589]","[4.215634346008301, 2.9942493438720703, 2.9319918155670166, 2.699772357940674, 2.042515993118286, 1.9099366664886475, 4.156402111053467, 3.7707607746124268, 2.110936164855957, 3.2596163749694824]"
93,"[0.19973662, -0.3921651, -0.45708382, -1.9990417, 0.043764304, -0.01056641, -0.957362, -0.26397976, -0.22868416, -1.9476192, 0.44546282, 0.35140088, -1.0586501, 0.74733675, 0.35876897, 0.87316227, 0.25120735, 0.7747516, 0.33777055, 0.69546264, 1.7782795, -0.15311591, -0.08731093, 0.7673558, 0.22014199, 0.7254131, 2.0185194, -0.1674463, -0.25869787, 0.8505861, -0.60016906, -0.53647804, -0.8004737, -0.6352506, -0.7110201, -0.58462185, -0.9550638, -1.5264388, 0.2842173, -0.111847796, -0.699621, -0.5855825, -0.9203843, -1.6860617, -0.28324375, 0.008779303, -0.40562186, 0.504028, 0.6510445, 0.5961031, 0.87132865, 0.6888775]","[0.7464393, 0.98418343, 0.1375, 0.1363, 2.7898564, 1.0671221, 1.6530393, 1.6535913, 1.4288067, 1.271939]","[2.3918213844299316, 4.930833339691162, 4.377621650695801, 4.1840033531188965, 3.8551511764526367, 1.9829424619674683, 2.8607780933380127, 2.6668500900268555, 2.5078041553497314, 4.486828327178955]"
94,"[-0.7322849, 0.8377761, 0.768739, -0.2707705, 0.8248061, 0.8876664, 0.574061, 0.6734375, 0.8562797, -0.5498262, 0.87347734, 0.9627516, 0.38685802, 0.3901944, 0.01191204, 0.3414051, 0.07773308, 0.10247877, -0.77574795, -0.60581094, 0.021399057, -0.73913974, -0.75339514, -0.63598025, -0.6627317, -0.8087258, 0.2078539, -0.7014046, -0.85605586, -0.59724087, -0.2547622, -0.1478312, -0.21595612, -0.14891754, -0.17650598, 0.87731713, 0.3630109, 0.084908746, 0.8299907, 0.8660903, 0.9367008, 0.84845346, 0.6197862, 0.14059834, 0.6652998, 0.813977, 1.1083223, 0.016092174, 0.2262183, 0.092937455, 0.26338184, 0.15361515]","[2.4102883, 2.485699, 2.960613, 2.717091, 3.1198604, 2.544052, 3.2421253, 2.8736477, 2.5748234, 2.704707]","[2.055647850036621, 1.1298010349273682, 3.230825901031494, 3.292959213256836, 2.053048610687256, 2.2980847358703613, 3.427245855331421, 2.759542942047119, 1.4801102876663208, 2.5102896690368652]"
95,"[-0.40352872, -0.09066408, 0.02082347, 0.56187135, -0.48198098, -0.4392884, -0.24215151, 0.13867937, 0.015521048, 0.7917418, -0.46340913, -0.604872, -0.1445068, 0.8073646, 0.8006451, 0.46995562, 0.7637937, 0.7595429, 0.01493707, -0.22937447, -0.48270366, 0.3852922, 0.28893986, 0.14971991, -0.19081935, -0.19738467, -0.66422164, 0.18172075, 0.47041076, 0.10153226, -0.70569503, -0.68135566, -0.48291644, -0.7065687, -0.6750239, -0.12785824, 0.4097158, 0.3387112, -0.5325027, -0.38142118, -0.35249403, 0.04734213, 0.31368354, 0.52713805, 0.015821114, -0.3133701, -0.32256734, 0.73416376, 0.4856236, 0.4017425, 0.51218516, 0.5839657]","[3.2665248, 2.8224435, 2.5361466, 2.3625412, 1.8663112, 2.7788157, 2.322934, 2.3087022, 3.2391815, 2.671002]","[3.9713869094848633, 4.22006368637085, 2.5037364959716797, 2.1660659313201904, 1.3990205526351929, 2.912632942199707, 1.2177408933639526, 1.9427666664123535, 2.79044246673584, 2.089306354522705]"
96,"[-0.7453197, 0.8002937, 0.9255632, 0.9633651, 0.19680376, 0.081359506, -0.38784873, 0.9256395, 0.8669435, 0.8575997, 0.13819861, 0.18006958, -0.45980918, 0.8229284, 0.49673283, 0.3892241, 0.1891416, 0.41829425, -0.69211537, -0.89859354, -0.8395398, -0.25782976, -0.12858425, 0.19103143, -0.7151124, -1.0096214, -0.88483703, -0.29792795, -0.1505626, 0.26135302, -0.5235778, -0.42198253, -0.32617652, -0.31361938, -0.40117162, 0.66731524, 0.8788101, 0.6612999, 0.18468054, -0.023041287, -0.09038728, 0.5524523, 0.93674386, 1.1426582, 0.40810496, 0.03597322, 0.023238102, 0.26911363, 0.24990363, 0.1683357, 0.38460866, 0.27841488]","[3.8246517, 2.2326288, 1.6781958, 1.8839449, 2.5410037, 2.421061, 3.260545, 2.115415, 2.3958027, 2.152126]","[3.889591932296753, 3.330263376235962, 1.7055860757827759, 1.6242172718048096, 2.6977646350860596, 3.024104595184326, 3.508650541305542, 3.083003044128418, 4.2746357917785645, 1.9296884536743164]"
97,"[1.11964, -0.4967746, -0.60669744, -1.6272792, -0.4271011, -0.15118505, 0.664501, -0.8291507, -0.5275004, -1.6518143, -0.36454242, -0.298392, 0.6588248, -1.6535623, -1.3428168, -1.1708192, -1.0263093, -1.2166327, 0.4128899, 0.7526664, 1.5026497, 0.2798859, 0.010329602, -0.5202187, 0.58216023, 1.1276065, 1.6482116, 0.561558, 0.18074091, -0.4633282, 1.1996207, 0.9771161, 0.9643925, 1.1724641, 1.0694402, -0.5196469, -0.84842664, -1.0712377, -0.2109306, -0.059196852, 0.27631843, -0.4350428, -1.0469805, -2.0627563, -1.1609979, -0.371697, -0.1067741, -0.7399259, -0.36216152, -0.37790412, -0.81420374, -0.62395996]","[3.5612123, 1.8365128, 1.5695108, 2.6426082, 0.1928, 0.16736817, 4.6723914, 3.5904438, 2.260997, 4.9215]","[3.5123116970062256, 0.2050204873085022, 3.7012877464294434, 1.147472858428955, 0.45856887102127075, 0.42784205079078674, 2.8227319717407227, 0.2991041839122772, 0.7992619276046753, 0.8051325082778931]"
98,"[0.23542334, 0.76260465, 0.6722333, -0.052986316, -0.5912917, -0.75505346, -1.1863678, 0.95929563, 0.7096156, -0.14968151, -0.5659791, -0.6054447, -1.0941247, 0.2294862, -0.30882445, -0.25512004, -0.56361777, -0.18900573, -0.6275963, -0.58898854, -0.012250951, 0.451719, 0.68601453, 1.1343277, -0.66853553, -0.73269564, -0.04703222, 0.49272728, 0.7178191, 0.88666105, -0.058501452, 0.17522517, 0.1332391, 0.05635856, 0.09533358, 0.45368278, 0.46078828, -0.12394779, -0.5373148, -1.0201589, -1.3735286, 0.21665001, 0.66795325, 0.22851472, -0.6696432, -1.0289823, -0.8309184, -0.2727608, -0.09912773, -0.07112398, 0.33098733, -0.118964575]","[0.9176116, 1.9722464, 0.8319474, 1.3594408, 0.86476046, 1.7325383, 2.5572615, 1.2378842, 2.18375, 0.855127]","[1.4887707233428955, 1.9562630653381348, 0.8239141702651978, 1.880120038986206, 0.8192444443702698, 1.9912530183792114, 2.613776445388794, 0.7751785516738892, 2.3618521690368652, 0.7568002939224243]"
99,"[-1.2925296, 0.18825339, 0.25246498, 0.6454085, 0.8128742, 0.8796097, 1.1704862, 0.048272464, 0.2878053, 0.66825604, 0.8123764, 0.91522115, 1.1131254, 0.91530555, 1.262335, 1.2234603, 1.2938225, 1.0587324, -0.33219874, -0.3916361, -0.6932904, -0.73283255, -0.7816026, -1.0098637, -0.29097256, -0.39093998, -0.6107788, -0.7595254, -0.9074053, -1.0661924, -0.8437799, -1.1040312, -1.1001456, -1.0313857, -0.95759517, 0.52235657, 0.49169165, 0.82952946, 0.7603596, 1.0341754, 1.3108364, 0.70573217, 0.40220663, 0.55386084, 0.8662825, 1.0421282, 1.2656337, 0.9995782, 1.0502542, 0.9856005, 0.7595211, 1.0586247]","[3.4337182, 1.6541172, 4.4099526, 4.5533137, 3.1667132, 2.656467, 2.7563274, 2.455674, 4.548562, 4.2391787]","[2.188246488571167, 3.9387874603271484, 4.623106479644775, 4.222963333129883, 3.245647668838501, 3.4751553535461426, 2.9193267822265625, 1.326499581336975, 4.370218276977539, 4.639509677886963]"
100,"[-1.4357517, 0.81924844, 0.92139715, 1.232316, 1.1715983, 1.111088, 0.39681664, 0.90923345, 0.87673604, 1.0620369, 1.0756866, 1.2079773, 0.28357446, 1.0473335, 1.089439, 1.1079229, 0.8316315, 0.8395101, -0.7391393, -0.9094308, -1.0930574, -0.95047283, -0.87072074, -0.49355772, -0.77251494, -1.0061787, -1.0630052, -1.0017931, -1.0390904, -0.5133582, -0.7889706, -0.9517041, -0.91332364, -0.820155, -0.78582036, 0.7668364, 0.90270936, 1.0524747, 0.9553958, 0.98216945, 0.7283418, 0.81627005, 0.878085, 1.3628798, 1.2500985, 1.0503179, 0.9963532, 0.7413753, 0.87819725, 0.70561194, 0.7676088, 0.8343836]","[4.142445, 4.1999755, 2.684656, 2.9151945, 4.2886715, 4.099244, 3.1525126, 3.0506487, 3.8322823, 3.3693023]","[3.990981101989746, 4.326562881469727, 2.1966664791107178, 3.2419614791870117, 4.443204879760742, 3.9043328762054443, 3.61796498298645, 2.245030403137207, 4.2554216384887695, 2.886601448059082]"
101,"[2.8256266, -0.38886663, -0.41998503, -1.6192833, -1.348971, -1.2132292, 0.5383429, -0.78912205, -0.53622085, -1.673004, -1.3382003, -1.5676714, 0.584295, -2.6812267, -3.1437118, -3.1119866, -2.1957269, -2.8222928, 0.24095362, 0.5100186, 1.5602151, 1.191885, 0.9466801, -0.43923703, 0.5148977, 0.9102969, 1.664061, 1.3439904, 1.3182938, -0.35896215, 3.063196, 3.410017, 3.3675275, 2.692995, 3.3612332, -0.15308812, -0.5694289, -1.5823374, -1.2240579, -0.92239815, 0.21577238, -0.24206218, -0.61261976, -1.9703567, -1.4608915, -1.029769, -0.23816265, -2.8372386, -2.770765, -2.5188777, -3.1303425, -2.8421042]","[0.76705015, 1.3078188, 2.4712977, 4.7149143, 0.9112453, 1.3316228, 2.6153684, 1.316043, 0.47717455, 0.64948595]","[0.784782886505127, 1.284022331237793, 2.4646096229553223, 4.683495998382568, 0.9432063102722168, 1.269700050354004, 2.60272216796875, 1.3374029397964478, 0.47622671723365784, 0.6507220268249512]"
102,"[1.6645389, 0.21831463, 0.03913618, -0.6534348, -3.824641, -3.7910614, 0.79444253, 0.015667094, 0.04491268, -0.29121077, -3.7655978, -3.462867, 1.4951904, 0.31739002, 0.61521214, 0.09416198, 1.0592023, 0.6494184, -0.40484205, -0.34709758, 1.074834, 4.549958, 4.2810245, -0.4944387, -0.34145525, -0.45252576, 0.45117143, 4.742259, 3.9025857, -0.74488884, -0.5774059, -0.6633983, -0.7088226, -0.6850428, -0.6554876, 0.92046994, 0.78952765, -1.7555621, -4.292447, -3.3762505, -0.06940068, 1.0920869, 0.90032905, -0.8146326, -3.9282084, -3.5238905, -0.58868814, 0.8664042, 0.6640997, 1.1516116, 0.27885032, 0.7212477]","[0.8638292, 3.5439823, 4.4047427, 3.3844664, 0.24548729, 0.5055897, 2.7493029, 2.7415695, 3.7939708, 3.4975417]","[0.8194881677627563, 3.5999040603637695, 4.43350076675415, 3.3487155437469482, 0.24539189040660858, 0.5063979625701904, 2.791334867477417, 2.6984903812408447, 3.7881219387054443, 3.4950613975524902]"
